#location service enabled;location service intializing;location updated;userheading updated;location provider;location provider class;time device [utc];time location [utc];latitude;longitude;accuracy [m];user heading [�];device orientation [�];speed [km/h];has gps fix;satellites used;satellites in view
True;False;True;True;unity;DeviceLocationProvider;20180524-163939.667;20180524-163941.000;60.19094000;24.96732140;10.0;54.6;15.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163940.164;20180524-163941.000;60.19094000;24.96732140;10.0;54.6;356.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163940.677;20180524-163942.000;60.19095000;24.96736000;9.0;70.0;8.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163941.183;20180524-163942.000;60.19095000;24.96736000;9.0;70.0;9.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163941.683;20180524-163943.000;60.19097000;24.96738000;9.0;64.9;12.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163942.184;20180524-163943.000;60.19097000;24.96738000;9.0;64.9;23.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163942.683;20180524-163944.000;60.19099810;24.96739000;9.0;53.4;22.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163943.186;20180524-163944.000;60.19099810;24.96739000;9.0;53.4;10.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163943.684;20180524-163945.000;60.19101330;24.96741290;8.0;49.2;2.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163944.187;20180524-163945.000;60.19101330;24.96741290;8.0;49.2;11.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163944.699;20180524-163946.000;60.19103000;24.96743200;8.0;42.6;350.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163945.172;20180524-163946.000;60.19103000;24.96743200;8.0;42.6;12.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163945.693;20180524-163947.000;60.19104390;24.96744540;7.0;42.3;4.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163946.192;20180524-163947.000;60.19104390;24.96744540;7.0;42.3;359.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163946.714;20180524-163948.000;60.19105000;24.96742820;7.0;30.6;336.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163947.228;20180524-163948.000;60.19105000;24.96742820;7.0;30.6;52.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163947.723;20180524-163949.000;60.19103620;24.96741680;7.0;352.0;0.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163948.223;20180524-163949.000;60.19103620;24.96741680;7.0;352.0;20.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163948.724;20180524-163950.000;60.19104390;24.96743000;6.0;358.4;4.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163949.225;20180524-163950.000;60.19104390;24.96743000;6.0;358.4;306.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;False;unity;DeviceLocationProvider;20180524-163949.728;20180524-163951.000;60.19105530;24.96744540;6.0;358.4;35.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180524-163950.232;20180524-163951.000;60.19105530;24.96744540;6.0;358.4;1.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;False;unity;DeviceLocationProvider;20180524-163950.713;20180524-163952.000;60.19106000;24.96745300;6.0;358.4;21.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;False;unity;DeviceLocationProvider;20180524-163951.216;20180524-163952.000;60.19106000;24.96745300;6.0;358.4;350.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163951.714;20180524-163953.000;60.19106670;24.96745680;5.0;59.2;28.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163952.217;20180524-163953.000;60.19106670;24.96745680;5.0;59.2;26.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163952.718;20180524-163954.000;60.19108000;24.96743770;5.0;33.2;10.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163953.218;20180524-163954.000;60.19108000;24.96743770;5.0;33.2;7.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163953.720;20180524-163955.000;60.19109000;24.96741490;5.0;354.3;43.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163954.220;20180524-163955.000;60.19109000;24.96741490;5.0;354.3;14.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163954.720;20180524-163956.000;60.19111250;24.96740530;5.0;331.3;23.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163955.223;20180524-163956.000;60.19111250;24.96740530;5.0;331.3;22.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163955.724;20180524-163957.000;60.19113540;24.96740720;4.0;324.7;32.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163956.223;20180524-163957.000;60.19113540;24.96740720;4.0;324.7;39.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163956.721;20180524-163958.000;60.19115000;24.96740340;4.0;335.8;32.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163957.227;20180524-163958.000;60.19115000;24.96740340;4.0;335.8;7.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163957.724;20180524-163959.000;60.19117000;24.96740530;4.0;353.1;25.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163958.229;20180524-163959.000;60.19117000;24.96740530;4.0;353.1;347.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163958.726;20180524-164000.000;60.19118500;24.96741100;4.0;4.1;25.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-163959.229;20180524-164000.000;60.19118500;24.96741100;4.0;4.1;10.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-163959.730;20180524-164001.000;60.19120000;24.96741870;9.0;9.8;20.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164000.235;20180524-164001.000;60.19120000;24.96741870;9.0;9.8;353.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164000.749;20180524-164002.000;60.19121000;24.96742000;9.0;15.2;21.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164001.250;20180524-164002.000;60.19121000;24.96742000;9.0;15.2;318.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164001.748;20180524-164003.000;60.19123460;24.96741490;9.0;11.0;20.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164002.249;20180524-164003.000;60.19123460;24.96741490;9.0;11.0;326.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164002.750;20180524-164004.000;60.19125750;24.96741100;9.0;3.2;25.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164003.254;20180524-164004.000;60.19125750;24.96741100;9.0;3.2;355.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164003.755;20180524-164005.000;60.19127660;24.96741000;9.0;355.7;33.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164004.254;20180524-164005.000;60.19127660;24.96741000;9.0;355.7;335.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164004.756;20180524-164006.000;60.19129560;24.96741490;9.0;357.5;22.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164005.259;20180524-164006.000;60.19129560;24.96741490;9.0;357.5;343.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164005.758;20180524-164007.000;60.19131000;24.96741490;9.0;0.4;26.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164006.261;20180524-164007.000;60.19131000;24.96741490;9.0;0.4;357.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164006.759;20180524-164008.000;60.19132610;24.96741490;9.0;2.8;19.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164007.264;20180524-164008.000;60.19132610;24.96741490;9.0;2.8;359.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164007.761;20180524-164009.000;60.19134000;24.96741680;9.0;5.6;33.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164008.262;20180524-164009.000;60.19134000;24.96741680;9.0;5.6;4.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164008.763;20180524-164010.000;60.19136000;24.96741680;9.0;1.9;14.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164009.245;20180524-164010.000;60.19136000;24.96741680;9.0;1.9;13.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164009.747;20180524-164011.000;60.19137570;24.96742630;3.0;9.6;19.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164010.248;20180524-164011.000;60.19137570;24.96742630;3.0;9.6;9.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164010.750;20180524-164012.000;60.19138720;24.96744000;3.0;22.1;6.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164011.268;20180524-164012.000;60.19138720;24.96744000;3.0;22.1;23.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164011.768;20180524-164013.000;60.19140630;24.96745490;3.0;30.0;11.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164012.271;20180524-164013.000;60.19140630;24.96745490;3.0;30.0;13.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164012.774;20180524-164014.000;60.19142000;24.96746640;3.0;39.8;19.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164013.272;20180524-164014.000;60.19142000;24.96746640;3.0;39.8;20.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164013.772;20180524-164015.000;60.19143000;24.96748000;3.0;45.4;6.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164014.272;20180524-164015.000;60.19143000;24.96748000;3.0;45.4;5.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164014.774;20180524-164016.000;60.19145000;24.96749310;3.0;41.2;324.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164015.274;20180524-164016.000;60.19145000;24.96749310;3.0;41.2;358.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164015.775;20180524-164017.000;60.19146730;24.96751000;3.0;42.8;356.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164016.260;20180524-164017.000;60.19146730;24.96751000;3.0;42.8;30.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164016.777;20180524-164018.000;60.19148000;24.96752170;3.0;43.5;343.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164017.277;20180524-164018.000;60.19148000;24.96752170;3.0;43.5;17.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164017.777;20180524-164019.000;60.19149000;24.96753310;3.0;42.2;320.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164018.278;20180524-164019.000;60.19149000;24.96753310;3.0;42.2;5.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164018.763;20180524-164020.000;60.19149780;24.96754650;3.0;48.9;338.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164019.264;20180524-164020.000;60.19149780;24.96754650;3.0;48.9;37.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164019.765;20180524-164021.000;60.19151000;24.96755790;3.0;48.5;12.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164020.271;20180524-164021.000;60.19151000;24.96755790;3.0;48.5;36.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164020.781;20180524-164022.000;60.19151310;24.96756360;3.0;48.5;349.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164021.282;20180524-164022.000;60.19151310;24.96756360;3.0;48.5;30.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164021.783;20180524-164023.000;60.19152450;24.96757000;3.0;47.8;17.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164022.287;20180524-164023.000;60.19152450;24.96757000;3.0;47.8;39.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164022.788;20180524-164024.000;60.19153590;24.96757510;3.0;41.7;11.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164023.291;20180524-164024.000;60.19153590;24.96757510;3.0;41.7;15.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164023.793;20180524-164025.000;60.19154740;24.96758270;3.0;35.1;1.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164024.288;20180524-164025.000;60.19154740;24.96758270;3.0;35.1;1.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164024.791;20180524-164026.000;60.19156270;24.96758270;3.0;24.5;355.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164025.289;20180524-164026.000;60.19156270;24.96758270;3.0;24.5;347.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164025.792;20180524-164027.000;60.19157410;24.96758650;3.0;19.0;24.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164026.291;20180524-164027.000;60.19157410;24.96758650;3.0;19.0;6.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164026.795;20180524-164028.000;60.19158550;24.96759220;3.0;19.7;13.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164027.278;20180524-164028.000;60.19158550;24.96759220;3.0;19.7;30.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164027.779;20180524-164029.000;60.19160000;24.96759800;3.0;16.7;345.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164028.278;20180524-164029.000;60.19160000;24.96759800;3.0;16.7;26.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164028.780;20180524-164030.000;60.19161610;24.96759800;3.0;16.7;11.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164029.281;20180524-164030.000;60.19161610;24.96759800;3.0;16.7;354.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164029.780;20180524-164031.000;60.19163510;24.96759800;3.0;12.1;355.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164030.278;20180524-164031.000;60.19163510;24.96759800;3.0;12.1;4.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164030.788;20180524-164032.000;60.19164660;24.96759610;3.0;3.0;7.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164031.285;20180524-164032.000;60.19164660;24.96759610;3.0;3.0;327.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164031.785;20180524-164033.000;60.19165800;24.96760000;3.0;2.3;22.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164032.285;20180524-164033.000;60.19165800;24.96760000;3.0;2.3;340.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164032.786;20180524-164034.000;60.19167330;24.96760180;3.0;4.0;28.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164033.287;20180524-164034.000;60.19167330;24.96760180;3.0;4.0;325.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164033.791;20180524-164035.000;60.19168470;24.96761130;3.0;14.0;19.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164034.291;20180524-164035.000;60.19168470;24.96761130;3.0;14.0;329.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164034.791;20180524-164036.000;60.19170380;24.96763610;3.0;29.4;13.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164035.290;20180524-164036.000;60.19170380;24.96763610;3.0;29.4;344.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164035.794;20180524-164037.000;60.19173000;24.96765140;3.0;32.4;27.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164036.291;20180524-164037.000;60.19173000;24.96765140;3.0;32.4;330.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164036.795;20180524-164038.000;60.19175340;24.96767810;4.0;42.8;26.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164037.311;20180524-164038.000;60.19175340;24.96767810;4.0;42.8;331.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164037.809;20180524-164039.000;60.19177630;24.96769520;4.0;42.1;20.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164038.313;20180524-164039.000;60.19177630;24.96769520;4.0;42.1;336.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164038.801;20180524-164040.000;60.19180300;24.96771000;5.0;36.2;30.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164039.314;20180524-164040.000;60.19180300;24.96771000;5.0;36.2;353.0;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164039.814;20180524-164041.000;60.19182210;24.96772190;5.0;36.6;24.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164040.317;20180524-164041.000;60.19182210;24.96772190;5.0;36.6;8.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164040.798;20180524-164042.000;60.19184000;24.96773720;5.0;34.5;9.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164041.319;20180524-164042.000;60.19184000;24.96773720;5.0;34.5;10.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164041.802;20180524-164043.000;60.19186000;24.96775250;6.0;34.7;6.7;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164042.319;20180524-164043.000;60.19186000;24.96775250;6.0;34.7;350.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164042.819;20180524-164044.000;60.19187550;24.96777000;5.0;39.6;352.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164043.323;20180524-164044.000;60.19187550;24.96777000;5.0;39.6;7.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164043.806;20180524-164045.000;60.19189000;24.96778680;5.0;43.9;359.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164044.308;20180524-164045.000;60.19189000;24.96778680;5.0;43.9;2.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164044.808;20180524-164046.000;60.19191000;24.96779820;5.0;41.2;24.8;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164045.324;20180524-164046.000;60.19191000;24.96779820;5.0;41.2;6.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164045.822;20180524-164047.000;60.19192000;24.96781350;5.0;46.1;7.5;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164046.327;20180524-164047.000;60.19192000;24.96781350;5.0;46.1;356.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164046.810;20180524-164048.000;60.19193650;24.96782880;5.0;44.7;12.2;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164047.313;20180524-164048.000;60.19193650;24.96782880;5.0;44.7;10.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164047.811;20180524-164049.000;60.19195000;24.96784000;5.0;42.2;21.3;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164048.317;20180524-164049.000;60.19195000;24.96784000;5.0;42.2;21.9;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164048.812;20180524-164050.000;60.19196320;24.96785160;4.0;45.1;1.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164049.316;20180524-164050.000;60.19196320;24.96785160;4.0;45.1;9.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164049.814;20180524-164051.000;60.19198000;24.96786500;4.0;40.6;347.6;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;False;True;unity;DeviceLocationProvider;20180524-164050.317;20180524-164051.000;60.19198000;24.96786500;4.0;40.6;9.4;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
True;False;True;True;unity;DeviceLocationProvider;20180524-164050.820;20180524-164052.000;60.19199370;24.96787260;4.0;37.2;351.1;[not supported by provider];[not supported by provider];[not supported by provider];[not supported by provider]
